Manufacturer	Model	Type	Status	Size [in]	Re [ohm]	fs [Hz]	Qms	Qes	Qts	Rms [Ns/m]	Mms [g]	Cms [mm/N]	Vas [l]	Sd [cm2]	BL [Tm]	Pmax [W]	Xmax [mm]	Beta	Z1k [ohm]	Z10k [ohm]	Le [mH]	Leb [mH]	Ke [sH]	Rss [ohm]	USPL [dB]	BL²/Re	Revision	Updated
Peerless	HDS-P830869	W	Active	8	5.88	29.57	4.4	0.33	0.31	1.01	24	1.2079	87.41	227	8.92	60	5.5		11	32	0.63				91.7	13.53	1	2016-03-03/Datasheet Import
Peerless	HDS-P830870	W	Active	4.5	5.17	91.08	1.92	0.74	0.53	1.8	6.1	0.5048	2.28	56.8	4.94	25	3		7	16	0.16				87.6	4.72	2	2016-03-03/Datasheet Import
Peerless	HDS-P830874	W	Active	6.5	6.5	58	2.29	0.53	0.43	2.76	17.3	0.4343	12.5	143.1	8.82	75	5.3		9.5	32	0.42				89.5	11.97	1	2016-03-03/Datasheet Import
Peerless	HDS-P830875	W	Active	6.5	6.37	45.82	3.19	0.41	0.36	1.44	15.9	0.7568	21.78	143.1	8.47	75	5.3		9.5	32	0.41				90.1	11.26	1.0	2016-03-03/Datasheet Import
Peerless	HDS-P830883	W	Active	6.5	5.85	42.85	2.18	0.46	0.38	2.14	17.3	0.7956	22.9	143.1	7.7	70	5.6		8	12.5	0.18				89.3	10.14	1	2016-03-03/Datasheet Import
Peerless	HDS-P830911	W	Active	5.25	6.11	61.8	2.51	0.51	0.42	1.6	10.3	0.642	7.35	89.9	6.94	50	3.5				0.08				88.5	7.88	2.0	2016-03-03/Datasheet Import
Peerless	HDS-P830933	W	Active	5.25	6.24	60.7	5.75	0.43	0.4	0.6	9	0.766	8.44	88.3	7.08	40	3.5				0.3				89.5	8.03	3.0	2016-03-03/Datasheet Import
Peerless	HDS-P830990	W	Active	6.5	6.23	46.24	3.12	0.44	0.39	1.58	17	0.6982	20.09	143.1	8.32	50	5.3				0.42				89.6	11.11	2	2016-03-03/Datasheet Import
Peerless	HDS-P830991	W	Active	5.25	5.99	65.94	2.96	0.58	0.49	1.36	9.7	0.5995	6.81	89.9	6.42	30	4.6				0.33				88.5	6.88	1.0	2016-03-03/Datasheet Import
Peerless	HDS-P830992	W	Active	4.5	5.25	88.61	2.95	0.72	0.58	1.12	5.9	0.5459	2.41	56.1	4.91	30	3				0.24				87.5	4.59	2	2016-03-03/Datasheet Import
Peerless	HDS-P831001	W	Active	4.5	3.3	81.9	1.94	0.41	0.34	1.68	6.3	0.5972	2.34	52.8	5.13	20	1.8				0.04				90.8	7.97	1	2016-03-03/Datasheet Import
Peerless	HDS-P831735	W	Active	6.5	4.92	44.48	3.31	0.51	0.44	1.48	17.5	0.7325	21.08	143.1	6.85	50	5.5				0.37				89.7	9.54	1.0	2016-03-03/Datasheet Import
Peerless	HDS-P832794	W	Active	5.25	5.49	69.18	1.79	0.49	0.38	2.02	8.3	0.6354	7.22	89.9	6.4	50	2.2				0.33				90.5	7.46	1.0	2016-03-03/Datasheet Import
Peerless	HDS-P832873	W	Active	5.25	5.88	69.08	1.8	0.55	0.42	2.28	9.4	0.5619	5.48	83.3	6.65	60	3.5				0.24				88.5	7.52	1	2016-03-03/Datasheet Import
Peerless	HDS-P835022	W	Active	5.25	3.18	75.53	1.74	0.44	0.35	2.48	9.1	0.4885	5.55	89.9	5.56	30	1.9				0.06				93.4	9.72	1.0	2016-03-03/Datasheet Import
Peerless	HDS-P835023	W	Active	4.5	5.32	82.18	2.81	0.8	0.62	1.34	7.3	0.5143	2.33	56.8	5.01	30	3.1				0.26				85.9	4.72	2	2016-03-03/Datasheet Import
Peerless	HDS-P835024	W	Active	5.25	5.91	72.29	3.18	0.82	0.65	1.51	10.6	0.4575	5.39	91.6	5.88	30	3.5				0.24				87.3	5.85	2	2016-03-03/Datasheet Import
Peerless	HDS-P835025	W	Active	6.5	6.34	38.24	3.32	0.42	0.37	1.46	20.1	0.8605	24.76	143.1	8.58	55	5.4				0.39				88.2	11.61	2	2016-03-03/Datasheet Import
Peerless	HDS-P835026	W	Active	8	5.43	31.12	4.96	0.52	0.47	1.5	38	0.6888	52.23	232.4	8.8	75	6				0.36				88.5	14.26	2	2016-03-03/Datasheet Import
Peerless	OC16SC04-04	T	Active	0.63	3.93	2152.63	2.94	4.19	1.73	0.935	0.2	0.0269	0.00037	3.1	1.61	100	0.01	0			0.02				84.5	0.66		
Peerless	Resolution 10" 822007	S		10	3.5	35.1	8.47	0.43	0.41	3.42	131.3	0.16	26.8	352	15.3	200					4.5				89.9	66.88		
Peerless	SDS 5.25" 830879	W		5.25	5.5	57.5	4.16	0.46	0.42	0.67	7.7	1	10.4	87	5.7		3				1				90	5.91		
Peerless	SDS-P830656	W	Active	5.25	6.06	57.23	3.6	0.7	0.59	0.93	9.3	0.8332	8.77	86.6	5.36	60	3.5		10	32	0.37				86.9	4.74	1	2016-03-03/Datasheet Import
Peerless	SDS-P830657	W	Active	6.5	6.05	44.75	2.74	0.55	0.46	1.18	11.5	1.1014	30.77	141	5.98	60	3.5		10	32	0.38				90.2	5.91	1.0	2016-03-03/Datasheet Import
Peerless	SDS-P830855	W	Active	4.5	5.6	63.26	4.66	0.49	0.44	0.58	6.9	0.923	3.28	50.3	5.58	30	3				0.24				85.8	5.56	2	2016-03-03/Datasheet Import
Peerless	SLS-P830667	S	Active	8	5.53	42.19	5.73	0.75	0.66	1.61	34.8	0.4091	26.27	213.8	8.26	90	8.4		11	38	0.78				87.8	12.34	1.0	2016-03-03/Datasheet Import
Peerless	SLS-P830668	S	Active	10	5.61	32.4	7.15	0.59	0.55	1.6	56.3	0.429	72.9	346.4	10.42	70	8.3		14	52	1.37				89.8	19.35	2	2016-03-03/Datasheet Import
Peerless	SLS-P830669	S	Active	12	5.6	31.48	7.07	0.58	0.54	2.07	74.1	0.345	132.42	522.8	11.88	100	8.3		14.5	54	1.12				92.1	25.2	1.0	2016-03-03/Datasheet Import
Peerless	SLS-P830945	S	Active	5.25	2.71	51.49	3.95	0.4	0.36	1.3	15.9	0.6019	5.87	83.3	5.9	50	5		5	15	0.2				89.7	12.85	1.0	2016-03-03/Datasheet Import
Peerless	SLS-P830946	S	Active	6.5	2.73	42.18	4.92	0.38	0.35	1.64	30.5	0.4667	11.2	123.5	7.6	75	8.2		7.5	36	0.65				90.1	21.16	1.0	2016-03-03/Datasheet Import
Peerless	XLS-P830452	S	Active	10	3.5	22.6	3.67	0.24	0.22	5.54	143.1	0.3466	59.52	349.7	17.34	150	12.5				0.97				90.2	85.91	1.0	2016-03-03/Datasheet Import
Peerless	XLS-P830500	S	Active	12	3.57	20.3	4.44	0.26	0.24	5.57	193.9	0.3169	103.86	483.1	18.53	300	12.5				0.7				90.7	96.18	1.0	2016-03-03/Datasheet Import
Peerless	XLS-P835028	S	Active	10	3.11	34.11	6.8	0.55	0.51	3.36	106.5	0.2044	28.34	314.2	11.33	160	9				0.91				89.2	41.28	2	2016-03-03/Datasheet Import
Peerless	XXLS-10" 830843	S		10	5.8	25	9.03	0.47	0.45	1.39	79.9	0.51	86.7	352	12.5	350	12.5				2.8				88	26.94		
Peerless	XXLS-12" 830846	S		10	2.6	24.3	9.24	0.34	0.33	1.48	89.7	0.48	81.8	352	10.1	350	12.5				1.6				92.3	39.23		
Peerless	XXLS-12" 830847	S		12	2.5	21.8	10.24	0.37	0.36	1.48	110.9	0.48	144.2	466	10.2	350	12.5				1.8				93.1	41.62		
Peerless	XXLS-P830845	S	Active	12	5.66	27.04	8.55	0.55	0.52	1.95	98.1	0.353	119.47	490.9	13.06	175	12.5				0.79				89.8	30.13	1.0	2016-03-03/Datasheet Import
Peerless	XXLS-P835016	S	Active	10	2.46	26.07	11.27	0.38	0.37	1.48	102.1	0.365	65.09	356.3	10.36	100	12.3		7.5	22	0.51				91.9	43.63	1.0	2016-03-03/Datasheet Import
Peerless	XXLS-P835017	S	Active	12	2.51	21.55	10.83	0.4	0.39	1.64	131.4	0.4151	136.04	483.1	10.58	120	12.3		7.8	22.6	0.53				92.4	44.6	1.0	2016-03-03/Datasheet Import
Peerless	XXLS-P835037	S	Active	10	2.71	28.27	9.83	0.45	0.43	1.69	93.8	0.3379	56.93	346.4	10.07	120	12.3				0.5				91.3	37.42	1.0	2016-03-03/Datasheet Import
PHL	5510MNdS-TLHP	W	Active	15	6.4	30	6.76	0.34	0.32	3.018	107	0.26	293	892	19.7	400	9	0			1.33				96.6	60.64		2025-10-02/Kimmo Saunisto
PHL	6031M	W	Active	15	5.6	41	4.16	0.25	0.24	8.483	147	0.11	118.3	892	29	1000	8.5	0			0.919				98.7	150.18		2024-04-20/Kimmo Saunisto
PHL	B17-1180				6.1	55	3.5	0.3	0.28	1.076	10.9	0.768	22	143	8.75	100	3.5		7.8	16					94	12.55		2017-07-01/Data import
PHL	B17-1220 HH				6.1	64	3.8	0.39	0.35	1.012	9.6	0.647	18	141	7.76	100	3.5		7.8	16					94	9.87		2017-07-01/Data import
PHL	B17-1220 KT				6.1	69	5.26	0.48	0.44	1.083	13.1	0.405	12.76	150	8.51	100	3.5		7.8	16					92.6	11.87		2017-07-01/Data import
PHL	B17-1240				12.1	42	2.6	0.25	0.23	1.128	11.1	1.292	32	133	11.92	100	3.5		14	50					90	11.74		2017-07-01/Data import
PHL	B17-1280				6	47	3	0.24	0.22	0.777	7.9	1.453	36	133	7.63	100	3.5		7	35					95.2	9.7		2017-07-01/Data import
PHL	B17-1280 KT				5.9	51	4.21	0.3	0.28	1.158	15.2	0.64	18.85	145	9.79	100	3.5		7.2	14.5					92.5	16.24		2017-07-01/Data import
PHL	B17-1320		Discontinued		3.3	40	3.2	0.15	0.14	0.937	11.9	1.327	38	143	8.12	100	3.5		3.5	30					97.9	19.98		2017-07-01/Data import
PHL	B17-1320 4l				3.3	40	3.2	0.15	0.14	0.937	11.9	1.327	38	143	8.12	100	3.5		3.5	30					97.9	19.98		2017-07-01/Data import
PHL	B17-1320 KT		Discontinued		3.2	39.1	5.28	0.16	0.16	0.621	13.3	1.241	35.55	143	8.1	100	3.5		4.4	11.7					97.2	20.5		2017-07-01/Data import
PHL	B17-1320 KT BR4l				3.2	39.1	5.28	0.16	0.16	0.621	13.3	1.241	35.55	143	8.1	100	3.5		4.4	11.7					97.2	20.5		2017-07-01/Data import
PHL	B17-1330				6.1	73	3.6	0.22	0.21	0.788	6.2	0.768	22	143	8.87	100	3.5		7	59					99.1	12.9		2017-07-01/Data import
PHL	B17-1360				6.1	40	3.2	0.24	0.22	0.937	11.9	1.327	38	143	8.73	100	3.5		7	15.4					93.2	12.49		2017-07-01/Data import
PHL	B17-1360 KT				5.8	41.3	6.19	0.25	0.24	0.579	13.8	1.076	30.8	143	9.12	100	3.5		7	15.4					92.8	14.34		2017-07-01/Data import
PHL	B20-2002				5.4	65	5	0.45	0.41	1.495	18.3	0.328	22	219	9.47	120	5		7	59					95	16.61		2017-07-01/Data import
PHL	B20-2002 KT 30l				5.49	66	3.6	0.55	0.48	2.72	23.6	0.246	17	222	9.89	120	5		7.6	19					93.1	17.82		2017-07-01/Data import
PHL	B20-2100				3.3	65	5	0.39	0.36	1.495	18.3	0.328	22	219	7.95	120	4		4	25					97.7	19.15		2017-07-01/Data import
PHL	B20-2400				5.4	72	4.5	0.24	0.23	2.538	25.2	0.194	13	219	16.03	250	4		7	59					96.8	47.59		2017-07-01/Data import
PHL	B20-2420				5.4	72	4.5	0.37	0.34	2.538	25.2	0.194	13	219	12.91	200	4		6.9	54					94.9	30.86		2017-07-01/Data import
PHL	B25-3000				5.4	60	4.5	0.29	0.27	2.989	35.7	0.197	35	356	15.83	200	4		7	59					97.9	46.41		2017-07-01/Data import
PHL	B25-3002				5.4	45	5.9	0.36	0.34	3.04	63.4	0.197	35	356	16.4	200	4		7	59					93.2	49.81		2017-07-01/Data import
PHL	B25-3002 KT				5.43	48.6	8.32	0.46	0.44	2.463	67.1	0.16	29	360	15.55	200	4		10	31					92.3	44.53		2017-07-01/Data import
PHL	B25-3420				4.2	50	4.7	0.25	0.24	3.082	46.1	0.22	39	356	15.6	300	5.5		7	59					97.7	57.94		2017-07-01/Data import
PHL	B25-3420KT				4.08	51.6	5.34	0.29	0.28	3.15	51.9	0.183	32	353	15.38	300	6		7	30					96.7	57.98		2017-07-01/Data import
PHL	B25-3430				5.6	57	4.2	0.27	0.25	2.878	33.7	0.231	41	356	15.83	250	4.5		8	40					98	44.75		2017-07-01/Data import
PHL	B25-3540				2.1	50	5.2	0.26	0.25	3.104	51.4	0.197	35	356	11.42	300	5.5		5	35					100.1	62.1		2017-07-01/Data import
PHL	B25-3820				5	54	4.8	0.19	0.18	3.892	55.1	0.158	28	356	22.17	400	45		7	59					97.7	98.3		2017-07-01/Data import
PHL	B30-4020				5.6	29	8.3	0.3	0.29	2.935	133.7	0.225	92	540	21.32	450	7		7	40					92.3	81.17		2017-07-01/Data import
PHL	B30-4021 KT 50l				5.5	35	6.3	0.37	0.35	5.32	152.4	0.136	55.2	539	22.32	450	7		8	33					91.7	90.58		2017-07-01/Data import
PHL	B30-4030 45l				5.5	40	3.7	0.23	0.22	4.773	70.3	0.225	92	540	20.55	450	7		8.1	71					97.7	76.78		2017-07-01/Data import
PHL	B30-4040				5.5	45	3.8	0.22	0.21	4.471	60.1	0.208	85	540	20.61	400	5.5		8.1	71					99.1	77.23		2017-07-01/Data import
PHL	B30-4130				5.5	42	3.8	0.22	0.21	4.426	63.7	0.225	92	540	20.51	400	5.5		8.1	71					98.5	76.48		2017-07-01/Data import
PHL	B30-4500				4.2	42	3.2	0.3	0.27	4.461	54.1	0.265	108	539	14.14	300	6		6.15	51					99.1	47.6		2017-07-01/Data import
PHL	B30-4510				5.5	42	3.2	0.34	0.31	4.461	54.1	0.265	108	539	15.2	300	6		7	60					97.3	42.01		2017-07-01/Data import
PHL	B30-4530				5.5	37	4.1	0.34	0.31	3.455	60.9	0.304	124	540	15.14	300	6		8.2	67					96.3	41.68		2017-07-01/Data import
PHL	B30-4530 KT 80l				5.31	44.4	6.45	0.37	0.35	2.639	61	0.211	86	540	15.63	300	6		8.2	27					96.9	46.01		2017-07-01/Data import
PHL	B38-5010				5.6	34	3.3	0.27	0.25	7.903	122.1	0.179	200	892	23.26	500	7		10.16	92					98.2	96.61		2017-07-01/Data import
PHL	B38-5011M-K&T 110l				5.21	36	8.06	0.29	0.28	3.579	127.5	0.153	175	903	22.77	500	7		11.5	42.4					98.4	99.51		2017-07-01/Data import
PHL	B38-5021 KT 130l				5.68	33.74	5.13	0.37	0.35	6.97	168.7	0.132	147	892	23.43	500	8		11	41.6					95.3	96.65		2017-07-01/Data import
PHL	B38-5050				5.6	38	4.3	0.27	0.25	6.03	108.6	0.162	180	892	23.19	500	7		10.1	92					99.2	96.03		2017-07-01/Data import
PHL	B38-5070				5.5	45	9.2	0.31	0.3	3.206	104.3	0.12	133	890	22.88	500	7.5		13.5	132					99.5	95.18		2017-07-01/Data import
PHL	B38-5100				5.6	39	4.2	0.32	0.3	6.015	103.1	0.162	180	892	21.03	400	7		9.86	89					98.8	78.98		2017-07-01/Data import
PHL	B38-5320				5.6	45	3.9	0.31	0.29	7.894	108.9	0.115	128	892	23.58	500	7		10.05	92					99.3	99.29		2017-07-01/Data import
PHL	B38-6030				5.6	38	4.5	0.28	0.26	7.978	150.4	0.117	130	892	26.8	1000	8		9	70					97.6	128.26		2017-07-01/Data import
PHL	B38-6090				5.6	35	5	0.28	0.27	6.989	158.9	0.13	145	892	26.44	1000	8		11.67	111					97	124.83		2017-07-01/Data import
PHL	B46-7010				5.6	35	4	0.31	0.29	10.032	182.5	0.113	260	1280	26.92	1000	8		12	110					99.1	129.41		2017-07-01/Data import
PHL	B46-7030				5.6	34	4.8	0.41	0.38	8.606	193.4	0.113	260	1280	23.75	750	8		11.6	80					97.5	100.73		2017-07-01/Data import
PHL	B46-7080				5.6	33	4	0.38	0.35	8.782	169.4	0.137	315	1280	22.75	750	8		11.6	80					98.3	92.42		2017-07-01/Data import
PHL	B46-7090				5.6	34	4.1	0.35	0.32	10.075	193.4	0.113	260	1280	25.71	1000	8		12	113					98.2	118.04		2017-07-01/Data import
PHL	B46-7530				5.6	33	4.3	0.35	0.32	8.042	166.8	0.139	320	1280	23.52	500	7		11.6	80					98.7	98.78		2017-07-01/Data import
PHL	E17-1060		Discontinued		5.4	130	6.6	0.52	0.48	1.044	8.4	0.178	5.6	150	8.46	130	2		7	59					97.4	13.25		2017-07-01/Data import
PHL	E17-1120		Discontinued		5.4	130	6.4	0.5	0.46	1.076	8.4	0.178	5.6	150	8.63	130	2		7	59					97.6	13.79		2017-07-01/Data import
PHL	E17-1120 KT		Discontinued		5.64	140	5.68	0.67	0.6	1.787	11.5	0.112	4.64	172	9.24	130	2		6.6	15.1					96.3	15.14		2017-07-01/Data import
PHL	E17-1130		Discontinued		11.6	130	6.4	0.48	0.45	1.076	8.4	0.178	5.6	150	12.9	130	2		14	80					94.5	14.35		2017-07-01/Data import
PHL	E20-2440		Discontinued		5.2	81	4.1	0.32	0.3	2.476	19.9	0.194	13	219	12.84	200	4		6.3	47					97.2	31.7		2017-07-01/Data import
PHL	E20-2440 BR				5.2	81	4.1	0.32	0.3	2.476	19.9	0.194	13	219	12.84	200	4		6.3	47					97.2	31.7		2017-07-01/Data import
PHL	E20-2450		Discontinued		9.5	81	4.1	0.34	0.31	2.476	19.9	0.194	13	219	16.84	200	4		12	60					94.3	29.85		2017-07-01/Data import
PHL	E20-2460 10l		Discontinued		5.2	81	4.1	0.49	0.44	2.476	19.9	0.194	13	219	10.38	160	5		6.3	44					95.4	20.72		2017-07-01/Data import
PHL	E20-2460 HH		Discontinued		5.2	91	5.3	0.59	0.53	2.108	19.5	0.157	11	224	9.92	160	5		7	20					95.3	18.92		2017-07-01/Data import
PHL	E20-2460 HH BR22l				5.2	91	5.3	0.59	0.53	2.108	19.5	0.157	11	224	9.92	160	5		7	20					95.3	18.92		2017-07-01/Data import
PHL	E20-2460 KT		Discontinued		4.98	93.8	5.47	0.64	0.57	2.261	21	0.137	9.47	222	9.81	160	5		7	20					94.9	19.32		2017-07-01/Data import
PHL	E20-2460 KT BR20l				4.98	93.8	5.47	0.64	0.57	2.261	21	0.137	9.47	222	9.81	160	5		7	20					94.9	19.32		2017-07-01/Data import
PHL	E25-3020 KT		Discontinued		5.08	62	4.58	0.47	0.43	3.083	36.2	0.182	33	360	12.35	200	4		7.8	62					96.2	30.02		2017-07-01/Data import
PHL	E25-3020 KT 40l				5.08	62	4.58	0.47	0.43	3.083	36.2	0.182	33	360	12.35	200	4		7.8	62					96.2	30.02		2017-07-01/Data import
PHL	E25-3430				5.6	57	4.2	0.29	0.27	2.878	33.7	0.231	41	356	15.28	250	4.5		7	59					97.7	41.69		2017-07-01/Data import
PHL	E25-3840				5.7	62	4.8	0.22	0.21	3.39	41.8	0.158	28	356	20.53	300	3.5		7	59					98.3	73.94		2017-07-01/Data import
PHL	E30-4050				5.8	49	3.3	0.21	0.2	4.785	51.3	0.206	84	540	20.88	350	4.5		8.1	70					100.1	75.17		2017-07-01/Data import
PHL	E30-4550				5.7	45	3	0.32	0.29	4.542	48.2	0.26	106	540	15.58	250	4		7.8	62					98.3	42.59		2017-07-01/Data import
PHL	E30-4560				9.6	45	3	0.33	0.3	4.542	48.2	0.26	106	540	19.91	250	4		12	80					95.9	41.29		2017-07-01/Data import
PHL	E38-5380				5.8	44	3.7	0.3	0.28	6.052	81	0.162	180	892	20.81	300	4.5		9.9	90					100.5	74.66		2017-07-01/Data import
PHL	M17-1040		Discontinued		5.3	150	4.6	0.44	0.4	1.398	6.8	0.165	5.2	150	8.8	160	1		7	59					99.8	14.61		2017-07-01/Data import
PHL	M17-1050		Discontinued		11.6	150	4.6	0.43	0.39	1.398	6.8	0.165	5.2	150	13.17	160	1		15	70					96.5	14.95		2017-07-01/Data import
PHL	M17-1160		Discontinued		6.1	145	4.8	0.4	0.37	1.386	7.3	0.165	5.2	150	10.07	160	1		8	30					99.2	16.62		2017-07-01/Data import
PHL	M17-1500		Discontinued		5.5	130	4.1	0.39	0.36	2.091	10.5	0.143	4.5	150	11	250	1		7	40					97.7	22		2017-07-01/Data import
PHL	M17-1510		Discontinued		10.6	130	4.1	0.37	0.34	2.091	10.5	0.143	4.5	150	15.67	250	1		16	60					95	23.16		2017-07-01/Data import
PHL	M20-2520 7l		Discontinued		6	90	4	0.31	0.29	2.598	18.4	0.17	13.5	238	14.18	200	2		7	59					98.3	33.51		2017-07-01/Data import
PHL	M20-2520 KT 5l		Discontinued		5.91	149	3.55	0.59	0.51	5.24	19.9	0.057	5.69	266	13.65	200	2		8.7	27.1					98.4	31.53		2017-07-01/Data import
PHL	M20-2530 6l		Discontinued		11.6	110	2.5	0.34	0.3	5.062	18.3	0.114	9.3	241	20.78	200	2		15	129					96	37.22		2017-07-01/Data import
PHL	M20-2540				6	110	2.5	0.55	0.45	5.062	18.3	0.114	9.3	241	11.75	160	2.5		7	59					96.8	23.01		2017-07-01/Data import
PHL	M25-3040				6	86	4.6	0.43	0.39	3.266	27.8	0.123	24	373	14.48	160	2		7	59					98.8	34.95		2017-07-01/Data import
PHL	M25-3450				5.2	80	3.4	0.26	0.24	4.56	30.8	0.128	25	373	17.61	200	2.5		7	59					100.8	59.64		2017-07-01/Data import
PHL	M25-3860FLH				4.6	75	3.9	0.18	0.17	4.241	35.1	0.128	25	373	20.56	250	2		7	59					102.1	91.89		2017-07-01/Data import
PHL	X17-1190TWX				12.1	57	3.3	0.31	0.28	1.103	10.2	0.767	19	133	11.92	100	3.5		13	70					90.8	11.74		2017-07-01/Data import
PHL	X17-1220TWX				6	47	3	0.24	0.22	1.075	10.9	1.05	26	133	8.98	100	3.5		7	59					93.8	13.44		2017-07-01/Data import
PHL	X17-1240TWX KT 16l				11	54	6.32	0.34	0.32	0.639	11.9	0.73	23	150	11.43	100	3.5		14	25					90.9	11.88		2017-07-01/Data import
PHL	X17-1240TWX KT 17l				11	54	6.32	0.34	0.32	0.639	11.9	0.73	23	150	11.43	100	3.5		14	25					90.9	11.88		2017-07-01/Data import
PHL	X17-1430 HH				5.6	160	3.3	0.65	0.54	2.81	9.2	0.107	2.5	129	8.94	100	2.5		7	19.4					95.5	14.27		2017-07-01/Data import
PHL	X17-1440TWX				6.1	55	3.5	0.3	0.28	0.931	9.4	0.888	22	133	8.14	100	3.5		7	59					94	10.86		2017-07-01/Data import
PHL	X17-1460TWX				6.1	44	3.2	0.24	0.22	0.966	11.2	1.171	29	133	8.86	100	3.5		7	59					93.3	12.87		2017-07-01/Data import
PHL	X20-2490				5.4	72	4.5	0.37	0.34	2.697	26.8	0.182	10	198	13.31	160	5		10	25					93.7	32.81		2017-07-01/Data import
PHL	X20-2560				5.2	81	4.1	0.49	0.44	2.631	21.2	0.182	10	198	10.7	160	5		7	20					94.2	22.02		2017-07-01/Data import
PHL	X20-2600				5.2	81	4.1	0.49	0.44	2.631	21.2	0.182	10	198	10.7	160	5		7	20					94.2	22.02		2017-07-01/Data import
PHL	X20-2600 HH				5	82	2.4	0.53	0.43	4.083	19	0.198	12	208	9.62	160	5		7	17					95	18.51		2017-07-01/Data import
PHL	X20-2610				5.4	74	4.5	0.37	0.34	2.385	23.1	0.2	11	198	12.52	200	5		7	30					94.5	29.03		2017-07-01/Data import
PHL	X25-3490				4.2	54	5.9	0.27	0.26	1.883	32.7	0.265	39	324	13.15	300	5.5		5.5	45					98.4	41.17		2017-07-01/Data import
PHL	X25-3491				4.2	52	6	0.28	0.27	2.678	49.2	0.19	28	324	15.53	300	5.5		5.5	45					96.3	57.42		2017-07-01/Data import
PHL	X25-3500				5.6	60	4.9	0.3	0.28	2.567	33.4	0.211	31	324	15.32	250	4.5		7	59					97	41.91		2017-07-01/Data import
PHL	X38-5240				5.6	46	3.7	0.3	0.28	8.061	103.2	0.116	116	845	23.6	500	7		10	92					99.3	99.46		2017-07-01/Data import
PHY-HP	H30LB15SAG			12	13.8	32	6.6	0.62	0.59	0.71	23.2	0.87	224	430	10.19	30					1.2				90.4	7.52		
Precision Devices	PD156R				5.5	45	2.4	0.3	0.27	16.567	140.6	0.089	90	850	27	600	7		12	35					98	132.55		2017-07-01/Data import
Purifi Audio	PTT10.0PR-NA2-01	PR	Active	10		19	7.1			2.681	161	0.44	82	360			25										(1.00) August 2024	2025-09-28/Kimmo Saunisto
Purifi Audio	PTT10.0X04-NAB-02	W	Active	10	3.9	20	5.1	0.31	0.3	2.48	99.4	0.62	113	359.7	12.6	300	14.75	0			0.62				89.8	40.71	(0.90) May 2023	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0M04-NAC-03	M	Active	4	3.4	48	4.2	0.3	0.28	0.72	10.1	1.09	5	56.7	5.9	60	2.9	0			0.26				88.4	10.24	(0.96) April 2022	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0M04-NAC-04	M	Active	4	3.4	48	4.2	0.3	0.28	0.72	10.1	1.09	5	56.7	5.9	60	2.9	0			0.26				88.4	10.24	(0.9) September 2022	2023-05-06/Kimmo Saunisto
Purifi Audio	PTT4.0M04-NFC-01	M	Active	4	3.4	46	4.6	0.27	0.25	0.62	9.9	1.18	5.4	56.7	6	60	2.9	0			0.26				88.6	10.59	(0.96) April 2023	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0M04-NLC-02	M	Active	4	3.4	50	5.2	0.31	0.29	0.61	10.1	1.02	4.6	56.7	5.9	60	2.9	0			0.26				88.4	10.24	(0.90) September 2022	2023-05-06/Kimmo Saunisto
Purifi Audio	PTT4.0M08-NAC-03	M	Active	4	5.6	50	4.7	0.34	0.32	0.64	9.7	1.07	4.9	56.7	7	60	2.9	0			0.36				86.1	8.75	(0.95) April 2023	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0M08-NAC-04	M	Active	4	5.6	50	4.7	0.34	0.32	0.64	9.7	1.07	4.9	56.7	7	60	2.9	0			0.36				86.1	8.75	(0.95) April 2023	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0M08-NFC-01	M	Active	4	5.8	48	5	0.33	0.31	0.57	9.4	1.17	5.3	56.7	7	60	2.9	0			0.37				85.9	8.45	(0.96) April 2023	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0M08-NLC-02	M	Active	4	5.7	48	4.8	0.34	0.32	0.61	9.7	1.1	5	56.7	7.1	60	2.9	0			0.37				85.6	8.84	(0.96) April 2023	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0PR-NA2-02	PR	Active	4		27	6			0.819	30	1.2	5.5	57			14										(0.96) April 2023	2023-05-18/Kimmo Saunisto
Purifi Audio	PTT4.0PR-NF2-01	PR	Active	4		24	7			0.672	30	1.41	6.4	57			14										(1.01) December 2020	2023-05-06/Kimmo Saunisto
Purifi Audio	PTT4.0PR-NL2-01	PR	Active	4		25	6.9			0.71	30	1.3	5.9	57			14										(1.00) February 2022	2023-05-06/Kimmo Saunisto
Purifi Audio	PTT4.0X04-NAC-03	W	Active	4	3.8	40	3.8	0.34	0.31	0.87	13	1.22	5.5	56.7	6.1	60	8.5	0			0.38				85.4	9.79	(0.95) September 202	2023-05-06/Kimmo Saunisto
Purifi Audio	PTT4.0X04-NAC-04	W	Active	4	3.8	40	3.8	0.34	0.31	0.87	13	1.22	5.5	56.7	6.1	60	8.5	0			0.38				85.4	9.79	(0.95) September 2022	2023-05-06/Kimmo Saunisto
Purifi Audio	PTT4.0X04-NFC-01	W	Active	4	3.8	38	4.5	0.32	0.3	0.66	12.8	1.41	6.4	56.7	6	60	8.8	0			0.38				85.6	9.47	(1.12) December 2020	2023-05-06/Kimmo Saunisto
